name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
fantsy95;Fantasy '95;1995;Hi-max Technology Inc.;NO;-;YES;-;-;
missw96;Miss World '96 Nude;1996;Comad;NO;-;YES;-;-;
fantsia2;Fantasia II;1997;Comad;NO;-;YES;-;-;
galhustl;Gals Hustler;1997;ACE International;NO;-;YES;-;-;
sslam;Super Slam (set 1);1993;Playmark;NO;-;YES;-;-;
sslama;Super Slam (set 2);1993;Playmark;YES;sslam;NO;sslam;-;
powerbal;Power Balls;1994;Playmark;NO;-;YES;-;-;
hrdtimes;Hard Times;1994;Playmark;NO;-;YES;-;-;
bigtwin;Big Twin;1995;Playmark;NO;-;YES;-;-;
wbeachvl;World Beach Volley;1995;Playmark;NO;-;YES;-;-;
sharkatt;Shark Attack;1980;Pacific Novelty;NO;-;YES;-;-;
thief;Thief;1981;Pacific Novelty;NO;-;YES;-;-;
natodef;NATO Defense;1982;Pacific Novelty;NO;-;YES;-;-;
natodefa;NATO Defense (alternate mazes);1982;Pacific Novelty;YES;natodef;NO;natodef;natodef;
mrflea;The Amazing Adventures of Mr. F. Lea;1982;Pacific Novelty;NO;-;YES;-;-;
holeland;Hole Land;1984;Tecfri;NO;-;YES;-;-;
crzrally;Crazy Rally;1985;Tecfri;NO;-;YES;-;-;
speedbal;Speed Ball;1987;Tecfri;NO;-;YES;-;-;
sauro;Sauro;1987;Tecfri;NO;-;YES;-;-;
trckydoc;Tricky Doc;1987;Tecfri;NO;-;YES;-;-;
karatour;The Karate Tournament;1992;Mitchell;NO;-;YES;-;-;
ladykill;Lady Killer;1993?;Yanyaka (Mitchell license);NO;-;YES;-;-;
moegonta;Moeyo Gonta!! (Japan);1993?;Yanyaka;YES;ladykill;NO;ladykill;-;
pangpoms;Pang Poms;1992;Metro;NO;-;YES;-;-;
pangpomm;Pang Poms (Mitchell);1992;Metro (Mitchell license);YES;pangpoms;NO;pangpoms;-;
skyalert;Sky Alert;1992;Metro;NO;-;YES;-;-;
poitto;Poitto!;1993;Metro / Able Corp.;NO;-;YES;-;-;
dharma;Dharma Doujou;1994;Metro;NO;-;YES;-;-;
lastfort;Last Fortress - Toride;1994;Metro;NO;-;YES;-;-;
lastfero;Last Fortress - Toride (Erotic);1994;Metro;YES;lastfort;NO;lastfort;-;
toride2g;Toride II Adauchi Gaiden;1994;Metro;NO;-;YES;-;-;
daitorid;Daitoride;1995;Metro;NO;-;YES;-;-;
dokyusei;Mahjong Doukyuusei;1995;Make Software / Elf / Media Trading;NO;-;YES;-;-;
dokyusp;Mahjong Doukyuusei Special;1995;Make Software / Elf / Media Trading;NO;-;YES;-;-;
puzzli;Puzzli;1995;Metro / Banpresto;NO;-;YES;-;-;
3kokushi;Sankokushi (Japan);1996;Mitchell;NO;-;YES;-;-;
pururun;Pururun;1995;Metro / Banpresto;NO;-;YES;-;-;
balcube;Bal Cube;1996;Metro;NO;-;YES;-;-;
mouja;Mouja (Japan);1996;Etona;NO;-;YES;-;-;
bangball;Bang Bang Ball (v1.05);1996;Banpresto / Kunihiko Tashiro+Goodhouse;NO;-;YES;-;-;
gakusai;Mahjong Gakuensai (Japan);1997;MakeSoft;NO;-;YES;-;-;
gakusai2;Mahjong Gakuensai 2 (Japan);1998;MakeSoft;NO;-;YES;-;-;
gunmast;Gun Master;1994;Metro;NO;-;YES;-;-;
msgogo;Mouse Shooter GoGo;1995;Metro;NO;-;YES;-;-;
blzntrnd;Blazing Tornado;1994;Human Amusement;NO;-;YES;-;-;
gstrik2;Grand Striker 2 (Japan);1996;Human Amusement;NO;-;YES;-;-;
hyprduel;Hyper Duel (World);1993;Technosoft;NO;-;YES;-;-;
hyprdelj;Hyper Duel (Japan);1993;Technosoft;YES;hyprduel;NO;hyprduel;-;
spcforce;Space Force;1980;Venture Line;NO;-;YES;-;-;
spcforc2;Space Force (set 2);19??;Elcon (bootleg?);YES;spcforce;NO;spcforce;-;
meteor;Meteoroids;1981;Venture Line;YES;spcforce;NO;spcforce;-;
looping;Looping (set 1);1982;Venture Line;NO;-;YES;-;-;
loopinga;Looping (set 2);1982;Venture Line;YES;looping;NO;looping;-;
skybump;Sky Bumper;1982;Venture Line;NO;-;YES;-;-;
suprridr;Super Rider;1983;Venture Line (Taito Corporation license);NO;-;YES;-;-;
paradise;Paradise;1994+;Yun Sung;NO;-;YES;-;-;
tgtball;Target Ball (Nude);1995;Yun Sung;NO;-;YES;-;-;
tgtballa;Target Ball;1995;Yun Sung;YES;tgtball;NO;tgtball;-;
penky;Penky;1995;Yun Sung;NO;-;YES;-;-;
torus;Torus;1996;Yun Sung;NO;-;YES;-;-;
madball;Mad Ball V2.0;1998;Yun Sung;NO;-;YES;-;-;
madballn;Mad Ball V2.0 (With Nudity);1997;Yun Sung;YES;madball;NO;madball;-;
cannball;Cannon Ball;1995;Yun Sung / Soft Vision;NO;-;YES;-;-;
magix;Magix - Rock;1995;Yun Sung;NO;-;YES;-;-;
magicbub;Magic Bubble;19??;Yun Sung;NO;-;YES;-;-;
shocking;Shocking;1997;Yun Sung;NO;-;YES;-;-;
bombkick;Bomb Kick;1998;Yun Sung;NO;-;YES;-;-;
blueprnt;Blue Print (Midway);1982;[Zilec Electronics] Bally Midway;NO;-;YES;-;-;
blueprnj;Blue Print (Jaleco);1982;[Zilec Electronics] Jaleco;YES;blueprnt;NO;blueprnt;-;
saturn;Saturn;1983;[Zilec Electronics] Jaleco;NO;-;YES;-;-;
gogomile;Go Go! Mile Smile;1995;Fuuki;NO;-;YES;-;-;
gogomilj;Susume! Mile Smile (Japan);1995;Fuuki;YES;gogomile;NO;gogomile;-;
pbancho;Gyakuten!! Puzzle Bancho (Japan);1996;Fuuki;NO;-;YES;-;-;
asurabld;Asura Blade - Sword of Dynasty;1998;Fuuki;NO;-;YES;-;-;
asurabus;Asura Buster - Eternal Warriors;2000;Fuuki;NO;-;YES;-;-;
drgnmst;Dragon Master;1994;Unico;NO;-;YES;-;-;
mastfury;Master's Fury;1996;Unico;NO;-;YES;-;-;
burglarx;Burglar X;1997;Unico;NO;-;YES;-;-;
zeropnt;Zero Point (set 1);1998;Unico;NO;-;YES;-;-;
zeropnta;Zero Point (set 2);1998;Unico;YES;zeropnt;NO;zeropnt;-;
zeropnt2;Zero Point 2;1999;Unico;NO;-;YES;-;-;
silkroad;The Legend of Silkroad;1999;Unico;NO;-;YES;-;-;
dolmen;Dolmen;1995;Afega;NO;-;YES;-;-;
twinactn;Twin Action;1995;Afega;NO;-;YES;-;-;
stagger1;Stagger I (Japan);1998;Afega;NO;-;YES;-;-;
redhawk;Red Hawk (US);1997;Afega;YES;stagger1;NO;stagger1;-;
grdnstrm;Sen Jin - Guardian Storm (Korea);1998;Afega;NO;-;YES;-;-;
bubl2000;Bubble 2000;1998;Tuning;NO;-;YES;-;-;
spec2k;Spectrum 2000 (Euro);2000;Yonatech;NO;-;YES;-;-;
multchmp;Multi Champ (World, ver. 2.5);1999;ESD;NO;-;YES;-;-;
multchmpk;Multi Champ (Korea);1998;ESD;YES;multchmp;NO;multchmp;-;
hedpanic;Head Panic (ver. 0117, 17-01-2000);2000;ESD;NO;-;YES;-;-;
hedpanicf;Head Panic (ver. 0315, 15-03-2000);2000;ESD;YES;hedpanic;NO;hedpanic;-;
hedpanico;Head Panic (ver. 0615, 15-06-1999);1999;ESD;YES;hedpanic;NO;hedpanic;-;
mchampdx;Multi Champ Deluxe (ver. 0106, 06-01-2000);2000;ESD;NO;-;YES;-;-;
mchampdxa;Multi Champ Deluxe (ver. 1126, 26-11-1999);1999;ESD;YES;mchampdx;NO;mchampdx;-;
deluxe5;Deluxe 5 (ver. 0107, 07-01-2000);2000;ESD;NO;-;YES;-;-;
tangtang;Tang Tang (ver. 0526, 26-05-2000);2000;ESD;NO;-;YES;-;-;
firehawk;Fire Hawk;2001;ESD;NO;-;YES;-;-;
swatpolc;SWAT Police;2001;ESD;NO;-;YES;-;-;
royalmah;Royal Mahjong (Japan);1982;Falcon;NO;-;YES;-;-;
suzume;Watashiha Suzumechan (Japan);1986;Dyna Electronics;NO;-;YES;-;-;
hnayayoi;Hana Yayoi (Japan);1987;Dyna Electronics;NO;-;YES;-;-;
dondenmj;Don Den Mahjong [BET] (Japan);1986;Dyna Electronics;NO;-;YES;-;-;
hnfubuki;Hana Fubuki [BET] (Japan);1987;Dynax;YES;hnayayoi;NO;hnayayoi;-;
mjdiplob;Mahjong Diplomat [BET] (Japan);1987;Dynax;NO;-;YES;-;-;
untoucha;Untouchable (Japan);1987;Dynax;NO;-;YES;-;-;
tontonb;Tonton [BET] (Japan);1987;Dynax;NO;-;YES;-;-;
hanamai;Hana no Mai (Japan);1988;Dynax;NO;-;YES;-;-;
majs101b;Mahjong Studio 101 [BET] (Japan);1988;Dynax;NO;-;YES;-;-;
hnkochou;Hana Kochou [BET] (Japan);1989;Dynax;YES;hanamai;NO;hanamai;-;
mjderngr;Mahjong Derringer (Japan);1989;Dynax;NO;-;YES;-;-;
hnoridur;Hana Oriduru (Japan);1989;Dynax;NO;-;YES;-;-;
drgpunch;Dragon Punch (Japan);1989;Dynax;NO;-;YES;-;-;
mjfriday;Mahjong Friday (Japan);1989;Dynax;NO;-;YES;-;-;
mjifb;Mahjong If [BET] (Japan);1990;Dynax;NO;-;YES;-;-;
sprtmtch;Sports Match;1989;Dynax (Fabtek license);YES;drgpunch;NO;drgpunch;-;
maya;Maya;1994;Promat;NO;-;YES;-;-;
inca;Inca;199?;unknown;YES;maya;NO;maya;-;
roldfrog;The Return of Lady Frog;1993;Microhard;NO;-;YES;-;-;
roldfrga;The Return of Lady Frog (set 2);1993;Microhard;YES;roldfrog;NO;roldfrog;-;
mcnpshnt;Mahjong Campus Hunting (Japan);1990;Dynax;NO;-;YES;-;-;
7jigen;7jigen no Youseitachi - Mahjong 7 Dimensions (Japan);1990;Dynax;NO;-;YES;-;-;
mjdialq2;Mahjong Dial Q2 (Japan);1991;Dynax;NO;-;YES;-;-;
yarunara;Mahjong Yarunara (Japan);1991;Dynax;NO;-;YES;-;-;
mjangels;Mahjong Angels - Comic Theater Vol.2 (Japan);1991;Dynax;NO;-;YES;-;-;
quiztvqq;Quiz TV Gassyuukoku QandQ (Japan);1992;Dynax;NO;-;YES;-;-;
mmpanic;Monkey Mole Panic (USA);1992;Nakanihon + East Technology (Taito license);NO;-;YES;-;-;
quizchq;Quiz Channel Question (Ver 1.00) (Japan);1993;Nakanihon;NO;-;YES;-;-;
quizchql;Quiz Channel Question (Ver 1.23) (Taiwan[Q]);1993;Nakanihon (Laxan license);YES;quizchq;NO;quizchq;-;
quiz365;Quiz 365 (Hong Kong and Taiwan);1994;Nakanihon;NO;-;YES;-;-;
rongrong;Rong Rong (Germany);1994;Nakanihon;NO;-;YES;-;-;
nettoqc;Nettoh Quiz Champion (Japan);1995;Nakanihon;NO;-;YES;-;-;
ddenlovr;Don Den Lover Vol. 1 (Hong Kong);1996;Dynax;NO;-;YES;-;-;
hanakanz;Hanakanzashi (Japan);1996;Dynax;NO;-;YES;-;-;
realbrk;Billiard Academy Real Break (Japan);1998;Nakanihon;NO;-;YES;-;-;
nyny;New York New York;1980;Sigma Enterprises Inc.;NO;-;YES;-;-;
nynyg;New York New York (Gottlieb);1980;Sigma Enterprises Inc. (Gottlieb license);YES;nyny;NO;nyny;-;
arcadia;Waga Seishun no Arcadia;1980;Sigma Enterprises Inc.;YES;nyny;NO;nyny;-;
r2dtank;R2D Tank;1980;Sigma Enterprises Inc.;NO;-;YES;-;-;
spiders;Spiders (set 1);1981;Sigma Enterprises Inc.;NO;-;YES;-;-;
spiders2;Spiders (set 2);1981;Sigma Enterprises Inc.;YES;spiders;NO;spiders;-;
iqblock;IQ-Block;1993;IGS;NO;-;YES;-;-;
grndtour;Grand Tour;1993;IGS;NO;-;YES;-;-;
cabaret;Cabaret;19??;IGS;NO;-;YES;-;-;
drgnwrld;Dragon World (World, V040O);1997;IGS;NO;-;YES;-;-;
vbowl;Virtua Bowling (World, V101XCM );1996;Alta / IGS;NO;-;YES;-;-;
vbowlj;Virtua Bowling (Japan, V100JCM);1996;Alta / IGS;YES;vbowl;NO;vbowl;-;
grtwall;The Great Wall;1994;IGS;NO;-;YES;-;-;
orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 126);1997;IGS;NO;pgm;YES;-;-;
orlegnde;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112);1997;IGS;YES;orlegend;NO;orlegend;-;
orlegndc;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112, Chinese Board);1997;IGS;YES;orlegend;NO;orlegend;-;
olds;Oriental Legend Special - Xi You Shi E Zhuan Super (ver. 101, Korean Board);1998;IGS;NO;pgm;YES;-;-;
olds103t;Oriental Legend Special - Xi You Shi E Zhuan Super (ver. 103, China, Tencent) (unprotected);1998;IGS;YES;olds;NO;olds;-;
dragwld2;Zhong Guo Long II (ver. 100C, China);1997;IGS;NO;pgm;YES;-;-;
killbld;The Killing Blade (ver. 109, Chinese Board);1998;IGS;NO;pgm;YES;-;-;
kov;Knights of Valour - Sangoku Senki (ver. 117);1999;IGS;NO;pgm;YES;-;-;
kovplus;Knights of Valour Plus - Sangoku Senki Plus (ver. 119);1999;IGS;YES;kov;NO;kov;-;
kov115;Knights of Valour - Sangoku Senki (ver. 115);1999;IGS;YES;kov;NO;kov;-;
kovsh;Knights of Valour Superheroes - Sangoku Senki Superheroes (ver. 322);1999;IGS;YES;kov;NO;kov;-;
photoy2k;Photo Y2K;1999;IGS;NO;pgm;YES;-;-;
puzlstar;Puzzle Star;1999;IGS;NO;pgm;YES;-;-;
hitme;Hit Me;1976;RamTek;NO;-;YES;-;-;
mblkjack;Black Jack (Mirco);197?;Mirco;YES;hitme;NO;hitme;-;
barricad;Barricade;1976;RamTek;NO;-;YES;-;-;
brickyrd;Brickyard;1976;RamTek;YES;barricad;NO;barricad;-;
starcrus;Star Cruiser;1977;RamTek;NO;-;YES;-;-;
battlex;Battle Cross;1982;Omori Electric;NO;-;YES;-;-;
dodgeman;Dodge Man;1983;Omori Electric;NO;-;YES;-;-;
carjmbre;Car Jamboree;1983;Omori Electric Co., Ltd.;NO;-;YES;-;-;
popper;Popper;1983;Omori Electric Co., Ltd.;NO;-;YES;-;-;
speedspn;Speed Spin;1994;TCH;NO;-;YES;-;-;
kickgoal;Kick Goal;1995;TCH;NO;-;YES;-;-;
actionhw;Action Hollywood;1995;TCH;NO;-;YES;-;-;
usg32;Super Duper Casino (California V3.2);1987;U.S. Games;NO;-;YES;-;-;
usg82;Super Ten V8.2;1988;U.S. Games;YES;usg83;NO;usg83;-;
usg83;Super Ten V8.3;1988;U.S. Games;NO;-;YES;-;-;
usg83x;Super Ten V8.3X;1988;U.S. Games;YES;usg83;NO;usg83;-;
usg185;Games V18.7C;1991;U.S. Games;NO;-;YES;-;-;
usg252;Games V25.4X;1992;U.S. Games;NO;-;YES;-;-;
mermaid;Mermaid;1982;[Sanritsu] Rock-ola;NO;-;YES;-;-;
rougien;Rougien;1982;Sanritsu;NO;-;YES;-;-;
drmicro;Dr. Micro;1983;Sanritsu;NO;-;YES;-;-;
appoooh;Appoooh;1984;[Sanritsu] Sega;NO;-;YES;-;-;
bankp;Bank Panic;1984;[Sanritsu] Sega;NO;-;YES;-;-;
combh;Combat Hawk;1987;Sega / Sanritsu;NO;-;YES;-;-;
mjkjidai;Mahjong Kyou Jidai (Japan);1986;Sanritsu;NO;-;YES;-;-;
mayumi;Kikiippatsu Mayumi-chan (Japan);1988;[Sanritsu] Victory L.L.C.;NO;-;YES;-;-;
btoads;Battle Toads;1994;Rare;NO;-;YES;-;-;
kinst;Killer Instinct (v1.0);1994;Rare;NO;-;YES;-;-;
kinst2;Killer Instinct 2 (v2.1);1994;Rare;NO;-;YES;-;-;
gigasb;Gigas (bootleg);1986;bootleg;NO;-;YES;-;-;
gigasm2b;Gigas Mark II (bootleg);1986;bootleg;NO;-;YES;-;-;
oigas;Oigas (bootleg);1986;bootleg;YES;gigasb;NO;gigasb;-;
pbillrd;Perfect Billiard;1987;Nihon System;NO;-;YES;-;-;
pbillrds;Perfect Billiard (Sega);1987;Nihon System;YES;pbillrd;NO;pbillrd;-;
freekick;Free Kick;1987;Nihon System (Sega license);NO;-;YES;-;-;
freekckb;Free Kick (bootleg);1987;bootleg;YES;freekick;NO;freekick;-;
countrun;Counter Run;1988;Nihon System (Sega license);NO;-;YES;-;-;
countrnb;Counter Run (bootleg set 1);1988;bootleg;YES;countrun;NO;countrun;-;
countrb2;Counter Run (bootleg set 2);1988;bootleg;YES;countrun;NO;countrun;-;
rmhaihai;Real Mahjong Haihai (Japan);1985;Alba;NO;-;YES;-;-;
rmhaihib;Real Mahjong Haihai [BET] (Japan);1985;Alba;YES;rmhaihai;NO;rmhaihai;-;
rmhaijin;Real Mahjong Haihai Jinji Idou Hen (Japan);1986;Alba;NO;-;YES;-;-;
rmhaisei;Real Mahjong Haihai Seichouhen (Japan);1986;Visco;NO;-;YES;-;-;
themj;The Mah-jong (Japan);1987;Visco;NO;-;YES;-;-;
hanaroku;Hanaroku;1988;Alba;NO;-;YES;-;-;
yumefuda;Yumefuda [BET];199?;Alba;NO;-;YES;-;-;
hourouki;Mahjong Hourouki Part 1 - Seisyun Hen (Japan);1987;Home Data;NO;-;YES;-;-;
mhgaiden;Mahjong Hourouki Gaiden (Japan);1987;Home Data;NO;-;YES;-;-;
mjhokite;Mahjong Hourouki Okite (Japan);1988;Home Data;NO;-;YES;-;-;
mjclinic;Mahjong Clinic (Japan);1988;Home Data;NO;-;YES;-;-;
mrokumei;Mahjong Rokumeikan (Japan);1988;Home Data;NO;-;YES;-;-;
reikaids;Reikai Doushi (Japan);1988;Home Data;NO;-;YES;-;-;
mjkojink;Mahjong Kojinkyouju (Private Teacher) (Japan);1989;Home Data;NO;-;YES;-;-;
vitaminc;Mahjong Vitamin C (Japan);1989;Home Data;NO;-;YES;-;-;
mjyougo;Mahjong-yougo no Kisotairyoku (Japan);1989;Home Data;NO;-;YES;-;-;
lemnangl;Mahjong Lemon Angel (Japan);1990;Home Data;NO;-;YES;-;-;
mjkinjas;Mahjong Kinjirareta Asobi (Japan);1991;Home Data;NO;-;YES;-;-;
battlcry;Battlecry;1991;Home Data;NO;-;YES;-;-;
jogakuen;Mahjong Jogakuen (Japan);1992?;Windom;NO;-;YES;-;-;
mjikaga;Mahjong Ikaga Desu ka (Japan);1991?;Mitchell;NO;-;YES;-;-;
ultennis;Ultimate Tennis;1993;Art and Magic;NO;-;YES;-;-;
cheesech;Cheese Chase;1994;Art and Magic;NO;-;YES;-;-;
stonebal;Stone Ball (4 Players);1994;Art and Magic;NO;-;YES;-;-;
stoneba2;Stone Ball (2 Players);1994;Art and Magic;YES;stonebal;NO;stonebal;-;
dynamski;Dynamic Ski;1984;Taiyo;NO;-;YES;-;-;
chinhero;Chinese Hero;1984;Taiyo;NO;-;YES;-;-;
chinher2;Chinese Hero (older);1984;Taiyo;YES;chinhero;NO;chinhero;-;
shangkid;Shanghai Kid;1985;Taiyo (Data East license);NO;-;YES;-;-;
hiryuken;Hokuha Syourin Hiryu no Ken;1985;[Nihon Game] (Taito license);YES;shangkid;NO;shangkid;-;
astinvad;Astro Invader;1980;Stern;NO;-;YES;-;invaders;
kamikaze;Kamikaze;1979;Leijac;YES;astinvad;NO;astinvad;invaders;
spcking2;Space King 2;1979;Konami;NO;-;YES;-;invaders;
spaceint;Space Intruder;1980;Shoei;NO;-;YES;-;invaders;
spacefb;Space Firebird (Nintendo);1980;Nintendo;NO;-;YES;-;-;
spacefbg;Space Firebird (Gremlin);1980;Gremlin;YES;spacefb;NO;spacefb;spacefb;
spacefbb;Space Firebird (bootleg);1980;bootleg;YES;spacefb;NO;spacefb;spacefb;
spacebrd;Space Bird (bootleg);1980;bootleg;YES;spacefb;NO;spacefb;spacefb;
spacedem;Space Demon;1980;Nintendo (Fortrek license);YES;spacefb;NO;spacefb;spacefb;
omegrace;Omega Race;1981;Midway;NO;-;YES;-;-;
deltrace;Delta Race;1981;Allied Leisure;YES;omegrace;NO;omegrace;-;
dday;D-Day;1982;Olympia;NO;-;YES;-;-;
ddayc;D-Day (Centuri);1982;Olympia (Centuri license);YES;dday;NO;dday;-;
hexa;Hexa;1986?;D. R. Korea;NO;-;YES;-;-;
stactics;Space Tactics;1981;Sega;NO;-;YES;-;-;
exterm;Exterminator;1989;Gottlieb / Premier Technology;NO;-;YES;-;-;
kingofb;King of Boxer (English);1985;Woodplace;NO;-;YES;-;-;
ringking;Ring King (US set 1);1985;Data East USA;YES;kingofb;NO;kingofb;-;
ringkin2;Ring King (US set 2);1985;Data East USA;YES;kingofb;NO;kingofb;-;
ringkin3;Ring King (US set 3);1985;Data East USA;YES;kingofb;NO;kingofb;-;
ambush;Ambush;1983;Nippon Amuse Co-Ltd;NO;-;YES;-;-;
ambusht;Ambush (Tecfri);1983;Tecfri;YES;ambush;NO;ambush;-;
homo;Homo;1987;bootleg;YES;goindol;NO;goindol;-;
dlair;Dragon's Lair;1983;Cinematronics;NO;-;YES;-;-;
aztarac;Aztarac;1983;Centuri;NO;-;YES;-;-;
mole;Mole Attack;1982;Yachiyo Electronics, Ltd.;NO;-;YES;-;-;
thehand;The Hand;1981;T.I.C.;NO;-;YES;-;-;
gotya;Got-Ya (12-24-1981, prototype[Q]);1981;Game-A-Tron;YES;thehand;NO;thehand;thehand;
mrjong;Mr. Jong (Japan);1983;Kiwako;NO;-;YES;-;-;
crazyblk;Crazy Blocks;1983;Kiwako (ECI license);YES;mrjong;NO;mrjong;-;
blkbustr;BlockBuster;1983;Kiwako (ECI license);YES;mrjong;NO;mrjong;-;
polyplay;Poly-Play;1985;VEB Polytechnik Karl-Marx-Stadt;NO;-;YES;-;-;
amspdwy;American Speedway (set 1);1987;Enerdyne Technologies, Inc.;NO;-;YES;-;-;
amspdwya;American Speedway (set 2);1987;Enerdyne Technologies, Inc.;YES;amspdwy;NO;amspdwy;-;
othldrby;Othello Derby (Japan);1995;Sunwise;NO;-;YES;-;-;
mosaic;Mosaic;1990;Space;NO;-;YES;-;-;
mosaica;Mosaic (Fuuki);1990;Space (Fuuki license);YES;mosaic;NO;mosaic;-;
gfire2;Golden Fire II;1992;Topis Corp;NO;-;YES;-;-;
spdbuggy;Speed Buggy;1986;Tatsumi;NO;-;YES;-;-;
sprcros2;Super Cross 2 (Japan);1986;GM Shoji;NO;-;YES;-;-;
mugsmash;Mug Smashers;1990?;Electronic Devices Italy / 3D Games England;NO;-;YES;-;-;
stlforce;Steel Force;1994;Electronic Devices Italy / Ecogames S.L. Spain;NO;-;YES;-;-;
fantland;Fantasy Land;1987;Electronic Devices Italy;NO;-;YES;-;-;
galaxygn;Galaxy Gunners;1989;Electronic Devices Italy;NO;-;YES;-;-;
borntofi;Born To Fight;1987;International Games;NO;-;YES;-;-;
wheelrun;Wheels Runner;1987;International Games;NO;-;YES;-;-;
gcpinbal;Grand Cross;1994;Excellent System;NO;-;YES;-;-;
aquarium;Aquarium (Japan);1996;Excellent System;NO;-;YES;-;-;
policetr;Police Trainer (Rev 1.3);1996;PandP Marketing;NO;-;YES;-;-;
policeto;Police Trainer (Rev 1.1);1996;PandP Marketing;YES;policetr;NO;policetr;-;
plctr13b;Police Trainer (Rev 1.3B);1996;PandP Marketing;YES;policetr;NO;policetr;-;
sshooter;Sharpshooter (Rev 1.7);1998;PandP Marketing;NO;-;YES;-;-;
pass;Pass;1992;Oksan;NO;-;YES;-;-;
news;News;1993;Poby / Virus;NO;-;YES;-;-;
taxidrvr;Taxi Driver;1984;Graphic Techno;NO;-;YES;-;-;
xyonix;Xyonix;1989;Philko;NO;-;YES;-;-;
findout;Find Out;1987;Elettronolo;NO;-;YES;-;-;
dribling;Dribbling;1983;Model Racing;NO;-;YES;-;-;
driblino;Dribbling (Olympia);1983;Model Racing (Olympia license);YES;dribling;NO;dribling;-;
ace;Ace;1976;Allied Leisure;NO;-;YES;-;-;
clayshoo;Clay Shoot;1979;Allied Leisure;NO;-;YES;-;-;
pirates;Pirates;1994;NIX;NO;-;YES;-;-;
genix;Genix Family;1994;NIX;NO;-;YES;-;-;
fitfight;Fit of Fighting;199?;bootleg;NO;-;YES;-;-;
histryma;The History of Martial Arts;199?;bootleg;NO;-;YES;-;-;
bbprot;Untitled Fighter 'BB' (prototype);199?;<unknown>;NO;-;YES;-;-;
flower;Flower;1986;Komax;NO;-;YES;-;-;
flowerbl;Flower (bootleg);1986;bootleg;YES;flower;NO;flower;-;
diverboy;Diver Boy;1992;Electronic Devices Italy;NO;-;YES;-;-;
beaminv;Beam Invader;19??;Tekunon Kougyou;NO;-;YES;-;-;
mcatadv;Magical Cat Adventure;1993;Wintechno;NO;-;YES;-;-;
mcatadvj;Magical Cat Adventure (Japan);1993;Wintechno;YES;mcatadv;NO;mcatadv;-;
nost;Nostradamus;1993;Face;NO;-;YES;-;-;
nostj;Nostradamus (Japan);1993;Face;YES;nost;NO;nost;-;
nostk;Nostradamus (Korea);1993;Face;YES;nost;NO;nost;-;
4enraya;4 En Raya;1990;IDSA;NO;-;YES;-;-;
oneshot;One Shot One Kill;199?;<unknown>;NO;-;YES;-;-;
maddonna;Mad Donna (set 1);1995;Tuning;NO;-;YES;-;-;
maddonnb;Mad Donna (set 2);1995;Tuning;YES;maddonna;NO;maddonna;-;
tugboat;Tugboat;1982;ETM;NO;-;YES;-;-;
gotcha;Got-cha;1997;Dongsung;NO;-;YES;-;-;
amerdart;AmeriDarts;1989;Ameri;NO;-;YES;-;-;
coolpool;Cool Pool;1992;Catalina;NO;-;YES;-;-;
9ballsht;9-Ball Shootout (set 1);1993;E-Scape EnterMedia (Bundra license);YES;coolpool;NO;coolpool;-;
9ballsh2;9-Ball Shootout (set 2);1993;E-Scape EnterMedia (Bundra license);YES;coolpool;NO;coolpool;-;
9ballsh3;9-Ball Shootout (set 3);1993;E-Scape EnterMedia (Bundra license);YES;coolpool;NO;coolpool;-;
gumbo;Gumbo;1994;Min Corp.;NO;-;YES;-;-;
trivquiz;Triv Quiz;1984;Status Games;NO;-;YES;-;-;
statriv2;Triv Two;1984;Status Games;NO;-;YES;-;-;
supertr2;Super Triv II;1986;Status Games;NO;-;YES;-;-;
tickee;Tickee Tickats;1994;Raster Elite;NO;-;YES;-;-;
crgolf;Crowns Golf (set 1);1984;Nasco Japan;NO;-;YES;-;-;
crgolfa;Crowns Golf (set 2);1984;Nasco Japan;YES;crgolf;NO;crgolf;-;
crgolfb;Champion Golf (bootleg Set 1);1984;Nasco Japan;YES;crgolf;NO;crgolf;-;
crgolfc;Champion Golf;1984;Nasco Japan;YES;crgolf;NO;crgolf;-;
truco;Truco-Tron;198?;Playtronic SRL;NO;-;YES;-;-;
thedeep;The Deep (Japan);1987;Woodplace Inc.;NO;-;YES;-;-;
rundeep;Run Deep;1988;Cream;YES;thedeep;NO;thedeep;-;
wallc;Wall Crash;1984;Midcoin;NO;-;YES;-;-;
skyarmy;Sky Army;1982;Shoei;NO;-;YES;-;-;
lethalj;Lethal Justice;1996;The Game Room;NO;-;YES;-;-;
eggventr;Egg Venture;1997;The Game Room;NO;-;YES;-;-;
eggvntdx;Egg Venture Deluxe;1997;The Game Room;YES;eggventr;NO;eggventr;-;
rotaryf;Rotary Fighter;19??;<unknown>;NO;-;YES;-;invaders;
sbugger;Space Bugger;1981;Game-A-Tron;NO;-;YES;-;-;
portrait;Portraits;1983;Olympia;NO;-;YES;-;-;
enigma2;Enigma 2;1981;GamePlan (Zilec Electronics license);NO;-;YES;-;-;
enigma2a;Enigma 2 (Space Invaders Hardware);1984;Zilec Electronics;YES;enigma2;NO;enigma2;-;
